Activation_function,regulizer,batch_size,lambda,eta,train_err,test_err
sigmoid,l2,25,1.000000e-08,1.000000e-02,14.770236,65.959808
sigmoid,l2,25,1.000000e-07,1.000000e-02,11.757422,60.702290
sigmoid,l2,25,1.000000e-06,1.000000e-02,13.748329,60.208309
sigmoid,l2,25,1.000000e-05,1.000000e-02,16.390131,71.283180
sigmoid,l2,25,1.000000e-04,1.000000e-02,25.079493,74.698502
sigmoid,l2,25,1.000000e-03,1.000000e-02,27.831480,49.989773
sigmoid,l2,25,1.000000e-09,1.000000e-01,72.343864,87.876083
sigmoid,l2,25,1.000000e-08,1.000000e-01,69.543846,84.570076
sigmoid,l2,25,1.000000e-07,1.000000e-01,74.834839,85.994026
sigmoid,l2,25,1.000000e-06,1.000000e-01,70.666382,86.876915
sigmoid,l2,25,1.000000e-05,1.000000e-01,76.797073,91.013382
sigmoid,l2,25,1.000000e-04,1.000000e-01,64.658096,73.856834
sigmoid,l2,25,1.000000e-03,1.000000e-01,78.644127,86.435425
sigmoid,l2,25,1.000000e-09,1.000000e+00,119.529243,122.214104
sigmoid,l2,25,1.000000e-08,1.000000e+00,129.233978,132.743011
sigmoid,l2,25,1.000000e-07,1.000000e+00,127.480110,129.959625
sigmoid,l2,25,1.000000e-06,1.000000e+00,151.073792,151.982132
sigmoid,l2,25,1.000000e-05,1.000000e+00,178.958191,179.067307
sigmoid,l2,25,1.000000e-04,1.000000e+00,184.810959,184.923798
sigmoid,l2,25,1.000000e-03,1.000000e+00,179.576294,179.686462
elu,l1,25,1.000000e-09,1.000000e-03,22.141348,42.009853
elu,l1,25,1.000000e-08,1.000000e-03,22.410755,42.141937
elu,l1,25,1.000000e-07,1.000000e-03,23.561806,42.267433
elu,l1,25,1.000000e-06,1.000000e-03,26.178019,43.976524
elu,l1,25,1.000000e-05,1.000000e-03,31.386286,48.493938
elu,l1,25,1.000000e-04,1.000000e-03,23.456770,42.372631
elu,l1,25,1.000000e-03,1.000000e-03,20.921740,33.697617
elu,l1,25,1.000000e-09,1.000000e-02,15.603863,29.800350
elu,l1,25,1.000000e-08,1.000000e-02,19.946695,32.645187
elu,l1,25,1.000000e-07,1.000000e-02,14.789949,32.238686
elu,l1,25,1.000000e-06,1.000000e-02,12.022240,28.662983
elu,l1,25,1.000000e-05,1.000000e-02,20.022982,34.426609
elu,l1,25,1.000000e-04,1.000000e-02,22.316936,38.231060
elu,l1,25,1.000000e-03,1.000000e-02,21.792530,35.397404
elu,l1,25,1.000000e-09,1.000000e-01,31.626078,52.142471
elu,l1,25,1.000000e-08,1.000000e-01,35.550415,40.448238
elu,l1,25,1.000000e-07,1.000000e-01,23.148539,47.308598
elu,l1,25,1.000000e-06,1.000000e-01,22.257042,42.577881
elu,l1,25,1.000000e-05,1.000000e-01,37.560890,62.509441
elu,l1,25,1.000000e-04,1.000000e-01,33.645370,38.544933
elu,l1,25,1.000000e-03,1.000000e-01,33.850048,36.591480
elu,l1,25,1.000000e-09,1.000000e+00,183.612503,389.604675
elu,l1,25,1.000000e-08,1.000000e+00,209.316605,491.715210
elu,l1,25,1.000000e-07,1.000000e+00,179.095795,179.205399
elu,l1,25,1.000000e-06,1.000000e+00,182.720673,182.831757
elu,l1,25,1.000000e-05,1.000000e+00,181.612839,181.498032
elu,l1,25,1.000000e-04,1.000000e+00,191.877625,191.862076
elu,l1,25,1.000000e-03,1.000000e+00,180.650772,180.759964
elu,l2,25,1.000000e-09,1.000000e-03,18.484602,39.610771
elu,l2,25,1.000000e-08,1.000000e-03,22.678644,42.303356
elu,l2,25,1.000000e-07,1.000000e-03,27.814713,49.694958
elu,l2,25,1.000000e-06,1.000000e-03,24.392555,43.533772
elu,l2,25,1.000000e-05,1.000000e-03,24.923988,44.001091
elu,l2,25,1.000000e-04,1.000000e-03,25.023849,45.194336
elu,l2,25,1.000000e-03,1.000000e-03,91.422394,100.325249
elu,l2,25,1.000000e-09,1.000000e-02,15.961935,32.802288
elu,l2,25,1.000000e-08,1.000000e-02,22.633829,34.804218
elu,l2,25,1.000000e-07,1.000000e-02,14.090508,29.980837
elu,l2,25,1.000000e-06,1.000000e-02,19.708841,33.564980
elu,l2,25,1.000000e-05,1.000000e-02,11.514781,29.930073
elu,l2,25,1.000000e-04,1.000000e-02,23.661758,35.061550
elu,l2,25,1.000000e-03,1.000000e-02,35.993332,44.497456
elu,l2,25,1.000000e-09,1.000000e-01,25.873360,35.679989
elu,l2,25,1.000000e-08,1.000000e-01,21.398146,29.476355
elu,l2,25,1.000000e-07,1.000000e-01,21.674757,30.015810
elu,l2,25,1.000000e-06,1.000000e-01,24.003819,32.179077
elu,l2,25,1.000000e-05,1.000000e-01,29.872295,35.751255
elu,l2,25,1.000000e-04,1.000000e-01,57.172844,61.345512
elu,l2,25,1.000000e-03,1.000000e-01,55.883266,59.419693
elu,l2,25,1.000000e-09,1.000000e+00,179.736206,179.843155
elu,l2,25,1.000000e-08,1.000000e+00,179.379349,179.486786
elu,l2,25,1.000000e-07,1.000000e+00,178.959961,179.068863
elu,l2,25,1.000000e-06,1.000000e+00,185.338608,185.451614
elu,l2,25,1.000000e-05,1.000000e+00,188.332458,188.438278
elu,l2,25,1.000000e-04,1.000000e+00,183.842972,183.956955
elu,l2,25,1.000000e-03,1.000000e+00,179.616287,179.726486
